en,ngiemboon
kìb,sound of something moving
fwɔ̀ʼ fwɔ̀ʼ,sound of tubers leaving
tsyâg,"sound, ripe fruit falling"
pʉ̌ŋ pʉ̌ŋ pʉ̌ŋ,"sound, water leaving calabash"
ndʉ̀ndÿɔʼ,soup stock
kúmbù,soup tureen
ńcÿɔ́g,"sour, be"
lefǒ,source
líɛ,"source, information"
ntsíŋ,South
sòŋ ntsíŋ,South
sòŋ ntsíŋ,South central
nkwàʼ,"South Central, comes from"
ńnɔʼ,sow
ḿbye,sow
tà,so well that
sójà,soya bean
mekú ndÿɔgɔ́,soya bean
ntɔ̀ɔn,space
ńtɔɔnte,space out
ńtɔɔn,space out
ntɔ̀ɔn,spacing
ŋáʼtè,spacing
shú nkùa,spade
nně mbʉ̀ŋ,spark
sèsàʼ,spark
ńŋwʉŋe,sparkle
ńŋwaʼte,sparkle
ńŋwʉŋe,sparkle
ńŋwaŋ nné,"sparks, throw off"
cúkwɛ,sparrow
mágúm,"sparrow-hawk, sp."
máfùɔ metoŋó,"sparrow-hawk, West African little"
