en,ngiemboon
nzwènzẅɛ̀,down 
ńŋwɔ́ʼte,"down, look up and"
tá,dowry
ńdebe,"drab, be"
ńtsẅaga,"drab, be"
ńtsẅaga tsẅaga,"drab, be"
nzà ngèle,draff
nzàŋ ngèle,draff
mpfɛ̀ lekʉŋ,draft
ńdɔɔnte,drag
ńnyéente,drag
ńcÿóte,drag
ńtsee,drag
ńdeen,drag
ńgwóŋ,drag on
ntʉ̀a mángǐm,dragonfly
mapyé ntse,dragonfly
ńcʉ́m,drain
ńcʉ́mte,drain
tsìŋe lekyé,draining board
ndòŋ nkʉ̌a,draining board
tsìŋe lekyé,draining rack
ndòŋ nkʉ̌a,draining rack
nkyàga,"drains, one who"
pìyôŋ,draught
ńtúʼ,draw
ńkʉa,draw
ńkaa jʉ́jʉ́ŋ,draw
ńtʉa,draw
nkàa mejʉ́jʉ́ŋ,drawer
jʉ́jʉ́ŋ,drawing
kʉ̀kʉ̀,drawing
ésoŋ,draw off
ńkʉate,draw some lines
ntùʼ ntse,"draws water, person"
ncwòntse,draw water
ńkwág,draw water
njÿòon,dream
éfÿe,dream
ńtsab,drench
ńcÿɔʼ,drench
ḿmaʼ nzsó,"dressed, get"
ńzyág,dress 
