en,ngiemboon
ntse legwé,"song, bereavement"
kéyàʼ,song from a heroic dance
ntse legwé,"song, funeral"
kéyàʼ,"song, heroic"
ńteŋte,"song, honour"
ńteŋ,"song, honour with a"
tsétsɔ́ʼɔ kwɔb,song thrush
alálàlǔŋ,"song, twins"
tùŋo legwé,"son-in-law, things given for a burial"
ntsẅɛ́ ndá,"son, youngest"
é cʉ̂ʼ lyɛ̌ʼ shÿɔ́ʼɔ tsɔ́ wɔ́,soon
njÿê,soon
tsɔ́ fʉʼ,soon
fʉ̀ʼʉ yɛ̌,soon
à cʉ́ʼ fʉ̀ʼʉ yɛ̌,"soon, see you"
à cʉ́ʼ púʼu,"soon, see you"
à cʉʼ wɔ́gɔ̀,"soon, see you"
ngàŋ shʉ̀a,sorcerer
ngàŋ lekàŋ,sorcerer
tsébe,sore throat
ngesáŋ ntsíŋ,sorghum
matsáŋ ngwáŋ,"sorrel, yellow"
matsɔ́ɔn ngwáŋ,"sorrel, yellow"
mÿɔ̀g,sorrow
ngɔ́ʼ,sorrow
mbɔ́ɔn,sorry
shúshu,sorry
shúshu,sorry
tsétsɔʼ,sorry
lʉ̀a,sort
ńtyɛ́te,sort
ńtyɛ́te,sort
tà mbà,so that
légwɔ́ gie,so that
páʼa,so that
káʼa,so that
ntʉ́m lʉ́m,soul
gyà ngɔ́ʼ,"soul, poor"
ngàŋ ngɔ́ʼ,"soul, poor"
pége,sound
ngyè,sound
kʉ́ŋelʉ́ŋlʉ́ŋ,sound casserole hitting floor
pùb,"sound, casserole lid on sand"
