en,ngiemboon
ntsyɛ́,"sad, feeling"
ńtsyɛ ntsyɛ́,"sad, impression"
mÿɔ̀g,sadness
mezèŋe,sadness
tsáŋte,sadness
ndùndú,sadness
ḿbÿágte shÿó,"sad, pretend to be"
ḿbÿɔ́gte shÿó,"sad, pretend to be"
náŋ,safety
zoon,safou
tÿǒ zoon,safou tree
ńzẅɛʼɛ,sag
kɔ́ɔn ntse,sailor
tefʉ̀a,saint
ndʉ̀alʉ̌a,saint
mbǒŋ lóŋ,saintliness
ńtentʉ́,"saintly, be"
sosí,salami
pêen,salary
pê,salary
sẅìŋe,salesman
ntàŋa,salesman
mamèkěm,"salesman, door-to-door"
sàbte,"sales, retail"
metyé,saliva
letyé,saliva
ngwáŋ,salt
leshù,"salt, small sack"
kèyàga,"salt, waste"
cúa páb,Samara
mbɔɔ,same
mbàa,same
tà mbà,same
fó ... lâ,"same, all the"
fó,"same, all the"
mbɔ̌,same as
mbɔɔ,same as
tà mbɔ̌,same as
