en,ngiemboon
éfuʼ,lather
kwɛ,latrines
ńgẅe,laugh
lʉ̀te ngwa,"laughing, one who kills while"
kyǎg kyǎg,"laughing, sound"
hàhàhà,"laughing, sound"
kwâa,"laughter, peals"
ńkɔ́ʼ lesoŋ,"laughter, roar with"
téme kwò,"launch, foot"
màʼa kwò,"launch, foot"
lesɔgɔ́,launderette
lesɔgɔ́,laundromat
lesɔgɔ́ menzsǒ,laundry
ńkyéen,"laundry, wring"
lepʉ̌,law
ngàŋa fʉ̌ʼ nò,lawbreaker
mbʉ̀a ŋàg,law court
ntàg nzèm,"lawyer, defence"
sàʼ ntsaŋ,"lawyer, defence"
ńnuŋe,lay down
ńnuŋte,lay down
ḿbeen,laze around
jwóŋ,laziness
lǒŋ,laziness
pèen,laziness
ńdóŋe,"lazy, be"
tàʼ lesoŋ ńkɔ nnáʼ,lazybones
kɔ̀ mpfɛ́ ndyé,lazy person
ndǒŋ,lazy person
ḿbím,lead
ḿbóŋ,lead
ḿbímte,lead
ntyè mvfò,leader
ndìe,leader
ńtseen,lead 
ńtsyeen,lead 
