en,ngiemboon
kwé nkùbo,miser
ngàŋa sẅè,miser
ngàŋ kègɔ̀ʼ,miser
ngàŋ nkùbe,miser
kwé nê kùʼu lɔ̌ɔn pɔ̀ɔn,miser
ntoŋ,miser
tàapfó,miserable
ntsyɛ̀ ntsyɛ́,"miserable, says he is"
ntsyɛ̀ ntsyɛ́,miserable though
sẅè,miserliness
nkùbo,miserly
nkùbe,miserly
ńkim,"miserly, be"
ńkube,"miserly, be"
tsẅíŋ,misfortune
njǔ,misfortune
ndòon,misfortune
ngɔ́ʼ,misfortune
tèm lemʉʼ,"misfortune, take advantage of"
ḿbyé,mislay
ńtsó,miss
éfée,miss
ńtaga,miss
ńzág,miss
múɔ manzwě,Miss
ḿbóŋ,"missing, be"
misîoŋ,mission
gʉ́m,mist
táa,mist
gém,mist
fʉ̀a pwó,mistake
fɔ̂d,mistake
éfʉa,"mistake, make"
mefʉa,mistakes
tɔ̌ɔn,Mister
ntsàʼ lɔ̀ɔn,mistletoe
tÿǒ ntsàʼ lɔ̀ɔn,mistletoe tree
éfáte,mistreat
ńcub,mix
ńgwate,mix
ńníagte,mix
éfaŋte,mix
éfaŋte,mix
ńniag,mix
ńtyɛ́bte,mix
ḿvoŋ,mix
ńtem,mix
ńníag,mix
kàcÿò,mixed with vegetables
ńtábte,mix liquid
