en,ngiemboon
tsétsɔ́ʼɔ kwɔb,"thrush, song"
máa tepwó,thumb
kekÿɛ̀,thumb piano
lefàŋ,thunder
ńzẅɛ,thunder
ḿvɛ́te,"thunder, rumble"
ngwɔgɔ́ lefaŋ,"thunder, skin sickness"
mbɔ́ɔntè tsetsɛ̀ɛ lyɛ̌ʼ,Thursday
tɔ́ɔsèndê,Thursday
ńdɔgɔ púʼu,thus
ńgʉ́le,thwart
ńgéle,thwart
fʉ̌,tibia
ésẅete,tickle
ńnyaŋte,tickle
ńcÿɔʼ,tick off
ńtéʼe,tick off
ńtswéʼe,tick off
lékɔ̂d,tie
ńgwɔb,tie
ntúm,tie
ndʉ̀,tie
ńdate,tie
cú ntóŋ,tie
là,tie
kwɛ̀ɛ,tie
ffo ndèpàʼ,tie
máatàŋa,tie-beam
nkuu tàŋa,tie-beam
ńgwɔ́bte,tie lightly
ndʉ̀shʉ̀ŋ,tie made from a plant
éfá,"tie on, put"
nkwɛ̀ɛ,"ties up, person who"
ńtúŋ,tie up
ńtúŋte,tie up
ńgaŋ,tie up
mbyèmelùʼ,"""tiger-cat"""
lepwɔʼ kʉ́kʉ́b,"tiger lotus, African"
éseme,tight
ésẅɛ́,tighten
ńnɔ́g,tighten
ńnɔ́gte,tighten
ésem,tighten
ésẅíbe,tighten
ńtẅí,tighten the screw
nkùbo,tight-fisted
nkùbe,tight-fisted
