en,ngiemboon
ésẅé,"goosepimples, have"
ńkẅɛ,go out
ḿmʉ́,go out at dawn
ngě,"go, place to"
púʼ kwɔb,gorilla
nkanɔ̀ɔn,gorilla
ńnáʼte,go slowly
syɛ́ʼ,gossip
tsẅíʼte,gossip
mápitsɔ̀ʼ,gossip
shwǒŋ,gossip
melaʼá ndá,gossip
ngàŋa shwǒŋ,gossip
ńgyaga shwǒŋ,gossip
ngú,gossip
ńkwo ngu,gossip
ńgwɔ́g ngu,gossip
ḿbʉ,go up
ńkwɔ́ʼ,go up
ḿbʉpʉ,go upwards
ndwò,"gourd, pith"
tsétsáʼ,gourd rattle
ndèŋwá mbʉ̀a,governor
ngúmnɔ̀ɔn,governor
ńzábte zábte,go without stopping
ńtɔ́ɔn,grab
ḿmɔ́ɔn,grab a bunch
cÿó gʉm,grace
pòŋo ntʉ́m,grace
nkem ssé kwáŋ,"Grace, Your"
mbaŋkwɔ́ʼ,grade
ésɔgɔ,grade
ńzaʼ,graduate
mbaŋ,grain
ndèndʉ́m,grains of paradise
tá we lÿò,grandfather
tá pà tɔɔn ndÿò,"grandfather, great-"
tá pà má,"grandfather, maternal"
tá pà tá,"grandfather, paternal"
