en,ngiemboon
ńkaʼ,tell half the story
mbyɛ̀b pyɛ̌b,temp
ndá Ssé,temple of God
mbyɛ̀b pyɛ̌b,temporary
pyɛ́bɛ lyɛʼ,temporary
meen ngẅiin,temporary
nkwàʼte,temptation
legém,ten
legʉ́m,ten
lepúm,"ten, about"
ńtaŋte,tender
ḿvfóte,"tender, be"
pfâd,"tender, very"
tàŋa mbab,"tendon, meat"
ńŋúʼte,tense
éshúʼte,"tense, be"
ndá mbʉŋé,tent
ntàb,tent
nzsòte,terminal
ḿmag,terminate
ńzsote,terminate
nzsoté,terminus
másem,"termite hill, large"
gÿàŋa,termite mound
ndá sɔ̀ɔn,termite mound
fʉ̀ŋe sɔ̀ɔn,termite mound
nzèle ngẅi,termite mound
ndùngwɔ̌ʼ,termite mound
ngwɔ̌ʼ,"termite, red sp."
lème,"termites, canned"
ngwɔ̌ʼ lelɔ̌ɔn,"termite, small black sp."
másem,"termite, sp."
fégyaŋngwɔʼ,"termite, white sp."
sɔ̀ɔn,"termite, yellow sp."
