en,ngiemboon
jʉŋe,"smells, good"
matÿɔ́ʼ ntsɔɔn,"smelly ant, sp."
ńgẅete,smile
gẅète,smile
legẅè,smile
ńgẅete,"smiley, be"
lɔ̀ɔn,smithy
ndyé,smoke
nŋwɛ̌,"smoke, deposit"
ḿmɔg,"smoke, give off"
mɔ̀g,"smoke, intermittent"
tétɔ́ʼ ndyé,"smoke out something, box"
pɔ̀g,"smoke, puffs"
éfúʼ,"smoke, rise"
ńtege,smooth
éshʉŋ,smooth
éshʉŋte,smooth
ńcÿote,smooth
ńtége,smooth
ńtege,"smooth, make"
tsyágà,"smooth, very"
ngàŋ gÿáte,smuggler
tàʼngwɛ̌,snail 
tàʼngwǎ ngwoon,"snail, planorbis"
ngútà,"snail, sp."
nnú metÿǒ,"snake, Angolan green"
lepúbè,"snake, blind"
mìmbum,"snake, Central African egg-eating"
nnú,snake 
sẅɛ̀ɛ nnú,"snake skin, moulted"
ńkyáŋte,snap
