en,ngiemboon
kèkɔ̀ʼ,"cricket, mole"
ngǐm,"cricket, sp."
tsye,"cricket, sp."
sǎ mékem,"cricket, sp."
lelẅe múɔ,"cricket, sp."
kátsyé mànku,"cricket, sp."
shʉ́shʉ́,"cricket, sp."
mwóonne mbúʼu,"cricket, sp."
ncÿò ngwòŋ,"cries, one"
fʉ̌ʼ nò,crime
nzòŋ,criminal
ngàŋa fʉ̌ʼ nò,criminal
paŋa jʉŋé,crimson seed cracker
ńgʉme,"crispy, be"
ńtú,criticize
ńkaga,criticize
ńdaʼ,criticize
nzsòntse,crocodile
ngʉ̀ ntse,"crocodile, dwarf"
nnú ngém,"crocodile, dwarf"
lelàg shúm,crop
syɛ́ʼ,crop rotation
ḿbʉ́ŋe,cross
ḿbʉŋe,cross
ḿbéŋe,cross
nkǐ,cross
ḿbáŋte,cross
ńzyɛ́ʼ,cross
éféŋe,cross
ḿmaʼa ndúm,cross
ńzéʼe,cross
ḿbáŋ,cross
éfʉ́ŋe,cross
ńtúm,cross a waterway
lelʉ̀ʼʉ twó,crossbowman
ńŋwɔ́bte,cross each other 
ńzyɛ́ʼte,cross one and another
ńdíete,cross one’s eyes
ńkẅíɛ,cross one’s legs
mbʉ́ŋ,"crosspiece, bed"
mbéŋ,"crosspiece, bed"
lefegé,crossroads
lefagá,crossroads
lefagá nzsè,crossroads
lefegé nzsè,crossroads
ńtíle ńzyɛ́ʼ,cross without stamping
mentáʼ,crotch
ńtsɔ́gte,crouch
kacÿò,croustade
kashÿò,croustade
