en,ngiemboon
lekʉ̂a,tiredness
lepóm,"tire, inflation"
ńkʉ́a,tire out
shǔ fùɔ,"title, nobility"
sɔ̀bɔntsì,"title, royal notability"
lé-,to
lé-,to
á,to
né,to
lé,to
ńgwɔ,to
ḿ-,to 
ń-,to 
é-,to 
tètɔ̀ʼ,toad
tǒŋ,"toad, jump"
mbìmbyé ntse,toad larva
ndèpàʼ,tobacco 
pòŋo lé mbʉ̀ŋ,"tobacco, sp."
ndèpàʼ pòŋo lémbʉ̀ŋ,"tobacco, sp. cultivated"
ndèpàʼ láʼ,"tobacco, sp. cultivated"
ndèpàʼ kénáŋ,"tobacco, sp. wild"
ńcʉŋe,to be hung
lyɛ̌ʼɔɔn,today
piŋ,today future
ge piŋ,today future
ně,today past
kěen,today past
nkěen,today past
kě,today past
múɔ tekwò,toe
múɔ tepwó,toe
tekwò,toe
tepwó,toe
máa tekwò,"toe, big"
lóŋ tekwò,"toe, blow from"
twó tekwò,"toe, end"
metsyɛmbʉ̀ŋ,"toes, candidiasis"
ńkwéte,"together, die"
lesɔgɔ́,toilet
lesɔgɔ́ nnɛ́,toilet
