en,ngiemboon
ńdÿɔgɔ,pass out
pfǎd,pass rapidly
ndéen,"past, distant"
léen,"past, distant"
la láʼ,"past, distant"
la,"past, distant"
ńtsete,"paste, apply"
lɔ̌ɔn,"past, far"
tém ntɔɔn,"pastime game, k."
tɔ́ɔn mbÿé,"pastime game, k."
lǎ,"past, iterative aspect"
ndǎ,"past, iterative aspect"
pásétò,pastor
ń-,"past, today"
ně,"past, today"
kěen,"past, today"
é-,"past, today"
ḿ-,"past, today"
nkěen,"past, today"
kě,"past, today"
kéen,"past, yesterday"
nkéen,"past, yesterday"
ka,"past, yesterday"
kɔ̌ɔn,"past, yesterday"
ńniɛb,"pasty, make"
ńniɛbte,"pasty, make"
tá pà tá,paternal grandfather
má pà tá,paternal grandmother
tɔ́gtè,path
nzsè,path
mánzsè,path
zàʼ,patience
ńdɔɔn,patience
kwɔ̀gɔ nnɛ́,patience
ńtsyɛte nnɛ́,"patience, lose"
ngÿò nò mbòŋo,patron
ḿvɔɔn,pat the dew
kwò,paw
tsẅǐd,"pawing, sound"
pìyôŋ,pawn
lÿɔ́b,pawpaw
tÿǒ lÿɔ́b,pawpaw tree
ḿbée,pay
pêen,pay
ḿbéen,pay
pê,pay
ḿbiŋe,pay back
ńtsɔ́ʼ,pay back
