en,ngiemboon
ńtÿɔ́g,give an inheritance
ḿmɔg,give off smoke
ńtʉte,give oneself
ńgabte,give out
nnàa,"gives, one who"
ḿbɔ́gɔ nyìŋ,give things
ḿbɔ́gɔ nyìŋ,give to honour
ńgebe,give up
ńcʉ́m,give up the ghost
ńtsege,give way
syè,gizzard
ndǐe jʉʼ,glance
mapʉ́ʼte,gland
cÿáŋaláŋláŋ,"glass objects falling, sound"
ńtege,glide
ésye,glide
sìsíi,glimmer
lesìe,glimmer
legúʼ,glory
lefáŋ,glory
gugẅî,"glory, celebrating"
kwò metsǒŋ,glove
ésie,glow
sìsíi,glow
lesìe,glow
lʉ̀mte,glucose
ńdele,glue
lyɛ̀,glue
ńdyɛ,glue
ńtse,glue
ńdyɛte,glue
ḿpfɛ́,gnaw
ńdo,go
ńgee,go
lɔ̀,go
ńgʉa,go
lò,go
ńzie,go ahead
