en,ngiemboon
lezǐ,destiny
tekěekěe,destitute
ńtágte,destroy
ńkem,destroy
ḿbúbte,destroy
ńkyagte,destroy
ńtág,destroy
ńtága,destroy oneself 
pyága,destruction
ntàga,destructive
kùmá pÿágà,destructive
ntàgte,destructive
pyága,destructive
éfag,detach
ndèndàʼ,detail
sàb,details
ńkwɔgte,deteriorate
ḿbɔb,"determination, do with"
ḿbab,"determination, do with"
ntyɛ̀ʼte,determiner
ḿbʉa,detest
ńnyiŋe,detest
kʉ̀e,detonation
cʉ̀me ngyè,detonation
tsɔ̀ʼɔ ngyè,detonation
pʉ́ʼte,detonator
ńgwele gwele,"detour, make"
lesẅagá,detoxification
ńzí,develop
ńgaʼ,develop
ńgáʼte,develop
ńgáʼ,develop
ńzyéen,develop
agáʼ,development
legáʼ,development
zyéen,development
zí,development
gèʼe,development
nkwɛ̀ɛ,development agent
lepóm,"development, photo"
ssé tepòŋ,devil
ńzáb ntʉ́m,"devoted, be"
ḿmite,devour
ńzwaʼ,devour
ńkoon,devour with one’s teeth
ńkɔɔn,devour with one’s teeth
