en,ngiemboon
zẅìge ndʉalʉ̌a,Holy Spirit
ndẅɛ̀,holy water
lepʉ́a,"holy water, vase"
lelaʼá,home
lekyè mmɔ́g,home
nkwɔʼɔ́ letsẅɛ́,"home, front"
múɔ láʼ,home-grown child
nzìbte,homelessness
kẅíʼ,homonym
ndʉŋ ndʉŋ,honestly
ndeŋ ndeŋ,honestly
lelwò nŋwáʼ,honey
lwò nŋwáʼ,honey
melwò,honey
ndwò nŋwáʼ,honey
ńteŋ,honorary appellations
ńteŋte,honorary appellations
Mbélòŋ,honorary greeting
Mbɛ̀ɛ,"honorary, yes"
alálàlǔŋ,honorific slogan
shÿɔ̂málà,"honorific, twins"
mekùʼ,honour
gùʼte,honour
ńgÿo mekùʼ,honour
ntʉ̀ nzẅìŋ,honourable
ngàŋ shʉ́,honourable
ḿbɔ́gɔ nyìŋ,"honour, give to"
ńteŋte,honour with a song
ńteŋ,honour with a song
nkǔɔ,hood
nkǔa,hood
ntsyɛ̀ʼ,hoof
gwɔ̀bɔ,hook
ńkyɛ,hook
lezɔ́b,hook
ngwɔ̀bɔ,hook
ńkyɛte,hook
ngwɔ̀b,hook
sɔ̀bɔ mbyɛ́ʼte,hook for mat
kwɔ̀g kwɔ̀g,hooting
kẅâŋkẅâŋ,"hooting, duck"
