en,ngiemboon
fùb,"buried, sound of intrument"
gaʼa ncÿɔ̀b,Burmann’s basketgrass
ńkÿó,burn
ńtuɔ,burn
ntuɔ,burned
ntùɔ,burner
éshÿó,burn oneself
éshÿóte,burn oneself
ésẅíge,burn 
ntùɔ,"burns, someone who"
ńtʉa,"burnt by the sun , be"
ńzẅɛ́ʼte,"burnt, get one’s fingers"
ńkíʼ,burn to ashes
ngɔ̀ʼmbì,burp
ńjÿɔʼ,burp
mbÿé,burrow
ńkime,burrow in 
ḿbyag,burst
ńgwaa,burst
ndoŋtóŋ,burweed
éffo,bury
ńtúŋ,bury a corpse
legǐ,bush
mbàʼ,bush
tsẅíŋ,"bush baby, Senegal"
nɔ̀ɔn nŋʉ́,"""bush cat"""
ntèntàŋ shʉ̀ŋ,"bush, Christmas"
túʼtoŋ,"bush, wild tea"
fúʼtè,bushy
éfoŋ,"bushy, be"
éfúʼte,"bushy, be"
éshúʼte,"bushy, be"
éfúʼ,"bushy, be"
éshúʼ,"bushy, be"
