en,ngiemboon
ndákwà,mix of maize and peanuts
ḿvoŋte,mix several times
ntegé légè,mixture
cùb,mixture
gwàte,mixture
vòŋ,mixture
ńtebe,mix up
ńdúŋ,moan
ńtsẅi,moan
ḿbʉ́ʼ,moan
ńtsẅíŋ,moan
ńtag,moan
ḿbʉ́ʼte,moan
ńtsẅite,moan together
kẅíkẅíle,mobile phone
ḿbʉ́ʼ,mobilize
ḿbʉ́ʼte,mobilize
ńgẅe,mock
legẅè,mockery
mǎŋŋwa,mockery
mpfégè,mockery
ńkuʼkuʼ,"modest, be"
lème,modesty
kèkɔ̀ʼ,mole cricket
kèkɔ̀ʼ ncÿɔ̀ʼɔ,"mole-cricket, sp"
tâm,moment
fʉ̀ʼ,moment
ńgwɔ páʼɔɔn,"moment, before this"
ńkwɔ́b,"moment, seize"
nkwɔ̀ɔnte,"moments, few"
fʉ̀ʼʉ kɔ́,"moment?, which"
lefùɔ,monarchy
móonndi,Monday
mvfò lyɛ̌ʼ,Monday
nkáb,money
sílépà,"money, ancient"
kápà,"money, ancient"
sílípà,"money, ancient"
képàʼ,"money, ancient"
póŋ,"money, British"
ḿmaʼa káŋ,"money, collect"
