en,ngiemboon
ngàŋ shʉ̀a,cabalist
shû,cabbage
pàʼa,cabin
cʉ̀cÿɔ̀gɔ mentÿo,caddisfly
gʉ̌ ntse,"calabash, bowl"
gígyé sésɔg,"calabash, cultivated squash"
lefomó,"calabashes, musical instrument"
ndáŋ,calabash for oil
gʉ̌ mevɛ́,calabash for oil
gʉ̌ nkʉ́a,calabash for wine
mbwɔ̀ʼɔ,calabash for wine
ntúʼ,calabash for wine
kàʼa,calabash for wine
tÿóon,calabash 
kàtùʼu,"calabash, k. bowl from"
tùʼu,"calabash, k. bowl from"
kàpàg,calabash plate
pʉ̌ŋ pʉ̌ŋ pʉ̌ŋ,"calabash, sound water exiting"
ntúʼù kẅìŋe,"calabash, sp."
kàpàg,calabash tumbler
gʉ̌ tÿóon,calabash used for drinking
ńtsíg,calculate
tsìge nzẅìŋ,calculator
fʉ̀ʼ njÿó,calendar
múɔ fòŋ,calf
nzème kwò,calf
ndi,calf rattle
ńtóŋ,call
ńkyɛbɛ pwó,call by hand signal
tùutǔ,call of bird
ńkyɛbɛ pwó,call on by hand signal
