en,ngiemboon
ffo pàŋ,toothache plant
sɔ̀gɔ mesoŋ,toothbrush
múɔ gag,"tooth, canine"
tòŋte mesoŋ,toothpick
ḿvɔɔnte,topple over 
mentoŋ,"tops, leaves from the"
mentoŋ,tops of plants
mánáŋ,"top, spinning"
ńdéʼe,"top, stay"
ńkwɔg mbyè,torment
ḿbʉŋte,torment
ḿbʉete,torment
ḿbʉe,torment
shʉ̀ate,torn
tsyàg,torn
fóm,tornado
tsìtsyɛ̀,torrent
kɔ́ɔn menʉ́,torrent
ŋátè,torsion
pfómànkwɔ̀ʼ,tortoise
mefʉa,torts
ńtsem,torture
momte,total
ḿmómte,total
zyé,totem
mentsẅɛ̀ʼ lepfwɔʼɔ́,"totem, prominent"
ńnÿɔg,touch
ńkíbe,touch
ḿmwoon,touch
ḿmwoonte,touch
éfúa,touch lightly
éfúate,touch lightly
ntʉ̀,tough
lùm nkɔ́ɔn,toughen up
ńtʉa,toughen up
tém nzèm,tournedos
