en,ngiemboon
legɔʼ,cheek
legÿɔʼ,cheek
kímoonmbî,"cheeks, soldier with scarred"
swáŋlekyɛ̀bɛ,cheeky
ńtáʼte,"cheerfully, sit down"
ńkẅɛʼɛ,"cheerfully, sitting"
kàʼte,cheerfulness
tweente,cheerfulness in the air
nkwʉ̀ŋe,cheerleader
éséŋe,cheer up
ńdɔɔn,cheer up
kînáʼ,"cherry, pithaya"
legù,chest
kʉ̌b,chest
kʉ́kʉ́b,chest
kùb,chest
ńkẅite,"chest, hit"
ńkẅi,"chest, hit"
ńtsyéen,chew
mêngáb,chicken
kwɔ̀g kwɔ̀g,chicken hooting
ntsɔ̀ʼngàŋ,chicken with a comb
síŋe,"chickweed, tropical"
fùɔ,chief
kẅíʼ fùɔ,chiefdom’s sacred orchestra
nzɔ̀ʼ kěm,"chief, initiator"
ndè nkěm,"chief, mediator"
tá lepfó,"chief, neighbourhood"
sɔ̀bɔntsì,"chief, older sibling"
ncʉ̀ŋ,"chief’s compound, entrance"
gyɛ̌,"chief’s compound, esplanade"
