en,ngiemboon
ńtentʉ́,"alive, be"
ḿbú,all
metsèm,all
ntsèm,all
ntsèm ntsèm,all
ḿpfɔ́gte,alleviate
kʉ̀a,alliance
ńtsete,"all over, stick a little"
ńtsɛ,all the same
ké,all the same 
fʉ̀ʼ ntsèm,all the time
ngàb ntʉ̀,"aloe, American"
lelaŋ,aloe vera
gíle yé,alone
tánkʉŋ,alone in a group
menÿɔ́g ŋwàʼne,alphabet letters
menÿɔ́g ŋwàʼne,alphabets
lǎ,already
ndǎ,already
ńdáʼ,already
láʼ,already
kěen,already 
keen,already 
jú,also
mbɔɔ,also
yé,also
yɔ́ɔn,also
yɔ́b,also
mbǎ,also
yég,also
gí,"also, you"
ńkúbe pwó,alternate
jùa,aluminium
káŋa jùa,aluminium plate
lekʉ̀a,alveolus
ńké,always
pɔ́,always
sẅísẅé,amaranth 
