en,ngiemboon
ngɔ̌ɔn,clairvoyance
ntsɔ̀ʼ ngɔ̌ɔn,clairvoyant
nzwě ssé,clairvoyant
kwéntum,clamp
shútè shuté,clandestine
metsì ntʉ̀,"clap, chronic"
ḿbúʼ mbwó,clap ones hands
nzème mmó,"clapper, bell without"
kẅíʼ fùɔ,"clapperless bell, double iron"
ńcʉa,clash
manzòŋ,class
fùɔlàb,"class, middle"
fùɔndàbnɛ́,"class, middle"
ndá leziʼi,classroom
ḿboŋ,"classy, be"
nkǐb,claw
tsaʼá,clay
ngwʉ̌ŋ,"clay cooking pot, small"
tà,clay pot
ńjÿɔg,clean
ńkwóŋte,clean
kwàʼ,clean
ésyɛ́ʼ,clean a taro tuber
ésí,"clean, be"
ńdʉ́a,"clean, be"
ńtẅɛ,"clean, be"
ńdíɛte,"clean, be"
ńdíɛ,"clean, be"
ńkwóonte,clean 
tòŋte káb,"cleaner, pipe"
lekùɔ,cleaning
lekùa,cleaning
kẅèen,"cleaning, rubber"
nkẅèen,"cleaning, rubber"
ńkʉŋe,clean lightly
