en,ngiemboon
ngàŋa lʉ̀te,cuddler
ńcÿo,cuff
nɔ̀ɔn,cultivated land
ndèpàʼ pòŋo lémbʉ̀ŋ,"cultivated tobacco, sp."
ndèpàʼ láʼ,"cultivated tobacco, sp."
njʉ̀ʼʉ,cultivator
ngye,cunning
ndÿòon menkǐb,cunning
gʉ̌ ntse,cup
gʉ̌,cup
tétɔ́ʼ,cup
jÿɔ́ʼɔ,cupboard
nkùʼte,curator
ndèʼe,curator
ńzeŋe,cure
zèŋe,curing
ńtsaʼ jʉʼ,"curious, be"
ńŋúʼte,curl up
táleŋ,currency
kwʉ́ŋ,"currency, old"
kùlâŋ,current
ńzoon,curse
ḿbúbe,curse
ńkʉ́ŋe,curse
ndòon,curse
ḿbúb,curse
metwò,curse
ngàŋ ndòon,cursed person
pʉ̀,"curse, k."
ńtwó,"curse, magically"
mbùb,"curses, one who"
nkyɛ̀,curtain
leŋwɔʼɔ́,curve
pìdte,curved
lepáʼ,cushion
