en,ngiemboon
kěen,P2
ń-,P2
ně,P2
é-,P2
ḿ-,P2
ka,P3
keen,P3
la,P4
la láʼ,P5
ńnyéente,"pace, go at a turtle’s"
lepuʼú,package
nkwɛ̀ lepuʼú,packer
nkwɛ̀te,packer
ńkwɛ́te,pack up
kʉ̀a,pact
pÿè,padauk for ceremonies
tÿǒ pÿè,padauk tree
jÿɔ̀ʼɔ,padlock
kí,padlock
pàg,page
nkɔɔn,pail
lòŋngáa,pail
tánkɔɔn,pail
lùŋngɔ́ɔn,pail
ńteŋe,pain
ńkúte,"pain, feel"
aayi,"pain, shows"
ńdaŋa píd,"pain, suffer"
ńzɔ́ʼ,paint
mbèlûm,paint
mbìlûm,paint
nzɔ̀ʼɔ,painter
làŋa,painting
ńdúme,pain while giving birth
mándèndèle,pair
mánèndèle,pair
nɔʼ,"palace, chief’s"
ńcʉ́,"pale, turn"
