en,ngiemboon
tângɔ́ʼ,beloved
táangɔ́ʼ,beloved
máangɔ́ʼ,beloved
kwɔ́ʼɔ,beloved
tsìŋe,below
tsìŋe ssé,"below, down"
tsìŋɔɔn,"below, down"
éshú,"below, go"
nkʉnkÿo,belt
kwɔb,belt
nkenkÿo,belt
nkàndɔ́ɔn,belt
mbâŋ,bench
éfɔ́d,bend
ńŋwɔ́ʼ,bend
leŋwɔʼɔ́,bend
ńtẅíe,bend
tsɔ́ɔn mboŋ,benefactor
pì,benefit
legwé,bereavement
ntse legwé,bereavement song
shʉ́shÿónè,"berry, turkey"
lejʉ́ŋ,beside
ńkube,be stingy
nkwèen,bet
lekwɔɔn,bet
ńzáʼ nkwèen,bet
ḿvfó,be tender
ńkyag nzèm,betray
ńtsɔ́ʼ nzèm,betray
ntàŋ,betrayal
ntàŋa,betrayal
sembòŋo,better
mvfò,better
pembòŋo,better
wembòŋo,better
membòŋo,better
yembòŋo,better
tsetsɛ̀ɛ,between
ńtsẅe,be used to
pége,bewilderment
ńnɔ́gte,bewitch
ńnɔ́g,bewitch
ntùbo,"beyond possible, something"
pÿěpÿě,bib
