en,ngiemboon
ńtsẅíte,"rain, stop"
ḿbʉʼʉ,raise
ńtsáb,raise
ńkwéʼte,raise
ńŋéʼe,raise
ńkwɔ́ʼte,raise
ńkwéʼe,raise
ésɔʼ,raise
ésẅɛ,raise an animal
ńkʉŋte,raise one’s voice
ńjúate,rake
ńjʉa,rake lightly
ńjʉate,rake lightly
kèkwòon,ram
kùkwòon,ram
njǔ,ransom
éfʉ́ʼʉ,rapidly
pfǎd,"rapidly, pass"
ḿbyéte,"rare, be"
pàŋ mbândum,"rat, common"
cʉ̀cʉ̀a,rat 
mbàandum,"rat, giant pouched"
nzàba,"rat, greater cane"
ffo cʉcʉ̀a,rat poison
kwɔ̀ʼɔ lekʉb,rattan chair
ŋwʉ̀ŋwàʼ,rattle
mbàntsàʼ,"rattle, basketwork"
mbàntsàʼ,"rattle, calabash"
ndi,"rattle, calf"
tsétsáʼ,"rattle, gourd net-"
tsétsáʼ,rattle made of a can
nkoon,rattle made of basketwork
mbàntsàʼ,"rattle, wood"
