en,ngiemboon
ńgwɔb,"lock, pick"
lembʉ̀le,locust
gʉ̀me mmɔ́g,log
kúmo,log
jÿɔ̀g,"log, short"
fɔ̌ɔn,log splitting wedge
tége ńkẅé,"loincloth, k."
sèsàga,long
tàʼ sàga,long
shʉ̀shʉ̀a,long
fʉ̀ʼʉ mvfò,long ago
ésag,"long, be"
fʉ̀ʼʉ mvfò,long before
ésiŋe,"longer, get"
cʉ́ʼʉ ... wɔ́,"longer, no"
cʉ̀ʼʉ,"longer, no"
ntáʼ,"long, round things"
le,long time in the past
lêe,"long time in the past, very"
mángém ntɔ́ɔn,loofah plant
lʉ̀mte,loofah plant root
kwáŋa shÿó,look
ndǐe jʉʼ,look
ḿbá,look after
ńzoŋ,look after
ńcʉte,look at
ńnáŋte,look at
ńdíe,look at
ńdíete,look at oneself
ńnyime,look down on
ńnyibe,look down on
ńtsaʼ,look for
ḿmwoon,look for
ḿbáʼte,look for a pretext
ḿbáʼ,look for a pretext
ńtsaʼte,look here and there
