en,ngiemboon
tsétsɔʼ,please
ńgyɔ́ɔn,"plentiful, be"
nkwàʼte,plot
ńtáŋa,plot
saŋ ssé,plot
nkwòŋo tsẅɛ,"plot, empty"
mbʉ̀a,plot 
mu,"plot , neighbourhood chief’s"
ngwóŋ,plot of land
muwɔɔn,"plot of land, chief’s"
muwɔɔn,"plot of land, large"
nzàʼa kwɛ̀te,plotter
nzàʼ nkwɔɔn,plotter
nzàʼ lekwɔɔn,plotter
ńjʉ́ʼ,plough
ńkáb,plough
ngwóŋ,plowing
ńtsɔ́ʼte,pluck
ńjwo,pluck
ńtsɔ́ʼ,pluck
ngem,"plum, African"
ngem,"plum, black"
máfómo lii,plump person
tÿǒ ngem,"plum tree, African"
tÿǒ ngem,"plum tree, black"
mezabá,plus
múɔ pɔ̀ɔn,pocket
máfómo lii,podgy person
mángyɛ̌,podium
ésyag,"pod, remove the bean"
ńkʉ́bte,"pods, shell some groundnut"
lepʉ́múɔ tsẅɛ,"poinsettia, wild"
