en,ngiemboon
mbèlenjʉ̂ŋ,petrol
mbàlasí,petrol
leleŋé pwó,phalanx
lelʉŋé pwó,phalanx
lecʉ́a pwó,"phalanx, distal"
falísay,Pharisee
gág,pharynx
zéme,philosophy
kẅíkẅíle,"phone, mobile"
nkàa mejʉ́jʉ́ŋ,photograph
lepóm,photo’s development
tekwé tÿǒ,physic nut
kwáŋa shÿó,physique
kekÿɛ̀,"piano, thumb"
ńkáb,pick
ńgwɔb,pick a lock
cÿɔ́b,pickaxe
tÿǒ,picket
ésɔbte,picket
ńkwɔgte,pick grapes off
ńkwɔg,pick grapes off
ńtsẅíʼ,pick up
ńkʉŋe,pick up
ńtíɛ nzɛ́,pick up stools
làŋa,picture
nkendéŋe,piece
mbyě,piece
kèm,piece
pàg,piece
tsěm,piece
tsɔ̌ɔn nzsó,piece of clothing
mbàg,piece of kola nut
lekɔʼɔ́,piece of meat
kìm,piece of meat
tsemé tÿó,piece of wood
