en,ngiemboon
ḿbɔ́ɔnte,approach
ńdẅile,approach a bit
kẅɛ̀ʼ kẅɛ̀ʼ,"approach, improper"
zà pàb zà pàb,"approach, improper"
shÿò paʼá,"approach, improper"
saŋ cÿó,April
pìdte,arced
ntàʼa,archaeologist
shÿó,area
nkènkèle,area
ńtóonte,argue
ḿvib,argue about a trifle
ńkwag,argue for futile reasons
ntsaŋ,argument
ndèm,argument
zòŋ,argument
ndʉ̀m,Arican wood owl
tsígè nzẅìŋ,arithmetic
ntɔ́ɔn pwó,arm
pwó,arm
kwɔ̀ʼɔ njʉʼʉ́,armchair
nkème pwó,armless man
kème pwó,armless man
ńzile,armour
legabá,armpit
ńkʉ́mte,"arms, hold"
kɔ̀ɔn mánzòŋ,army
káŋa twó,army
ndÿòon ncù,"army, camouflaged"
nzèm ncù,"army, defensive"
tándà mànzòŋ,army general
kẅè ncù,"army, offensive"
sèm ncwò,"army, royal"
