en,ngiemboon
ḿbéen,"strange, be"
ḿbée,"strange, be"
ngʉ̀,stranger
nkÿo pɔ̀ɔn,strap
lékɔ̂d,strap
nkʉnkÿo,strap
nkenkÿo,strap
lÿoon ncù,"strategy, war"
pǐŋ,straw
nzaŋ,"straw, blade"
ndÿóon,Straw-colored fruit bat
káa tàŋa,straw hut
ésẅe,"straw, stuff with"
tʉ̀,strength
mbʉ̀ʼ,strength
ngùm,strength
ngʉ̀ʼ,strength
ŋège,strength
ńkwɔgte,"strength, lose"
cʉ̀,stress
tsẅì,stress
ńcʉ́,"stressed out, get"
ésiŋe,stretch
ésiŋ nnɛ́,stretch
éseŋe,stretch
páŋte,stretcher
ńtue,stretch out
ésɔgɔ,stretch out
ésiŋte,stretch out
mwɔ̀bɔ,stretch out
ḿbád,"strict, be"
ńzyɛ́ʼ,stride over
ńtsẅiŋte,strike
ńtsẅiŋ,strike
ńtú,strike
mbùʼu,striker
ńzém,strike up
nkʉnkÿo,string
nkenkÿo,string
sìsyè,string
éfiŋ,strip
mentʉ̌a,striped
nɔ̀ɔn nŋʉ́,striped hyena
