en,ngiemboon
mÿɔ̀g,grief
lemÿɔ̀g,grief
lemÿàg,grief
kùbo tág,"grigri, k."
ńkáŋ,grill
kàcÿò,grilled corn couscous
ńzẅaʼ,grind
ńjẅaʼ,grind
ńtswáʼ,grind
ńzwaʼte,grind
ńgwɔʼ,grind
éshÿɔ́ʼ,grind
ńzwaʼ,grind
ńtsẅɛ́ʼ,grind
ńzwaʼ,grind
ńdumo,grind
éfɔ́ɔn,grind
ńgwɔʼte,grind
ntsège,grinder
nzwàʼa,grinder
ngwɔ̀ʼɔ,grinding stone
lùŋo,grindstone
ésẅɛ́,grip
ńnɔ́g,grip
ńnɔ́gte,grip
ésẅíbe,grip
kùbo tág,"gris-gris, k."
shʉ́,groin
ńgwóte,grope
ńgwó,gropingly
tsetsáʼ,ground
ssé,ground
nɔ̀ɔn tsèbe,ground after lying fallow
letsiŋé,ground around a plant
ḿmuʼ,"ground, dig"
pòlopólo,"ground, kneaded"
njwò,"groundnut, Bambara"
mbeyáŋ,groundnut 
mênjwò,groundnut 
péli,groundnut 
tsìtsìi péli,"groundnut, green"
tẅɛ́ péli,"groundnut, immature"
ńkwag,"ground nuts, eat a lot"
péli lɔ̀ɔn ssé,"groundnut, sp."
sɔ̀b ndɔɔn,"groundnut, sp."
péli ngǎndéle,"groundnut, sp."
péli syɛ̀b ntsɔ̀ʼ,"groundnut, sp."
péli galèwà,"groundnut, sp."
péli tÿɔ̀ʼ ntsɛ́,"groundnut, sp."
péli láʼ,"groundnut, sp. local"
