en,ngiemboon
kàcÿò,"couscous, corn"
ńkábte,cover
ḿbwoon,cover
ńtége,cover
ésẅe,cover
pwòon nkʉ̌a,"cover, raffia"
ńkẅéen,cover with dirt
ńguʼ,covet
sẅì,coward
tóon nzěm,cowardice
fòŋ,cow 
ntaŋ,"cow-horn, transverse"
fɔ́g,co-wife
lefɔ́g,"co-wives, relationship between"
ncʉ́agwág,cowpea leaf
gwága mekú,cowpea leaf
mekú koké,cowpea seed
mekú múɔ láʼ,cowpea seed
mekú gwág,cowpea seed
lepúm,cowry shell
mbúm,cowry shells
kubocʉ́d,cow skin meat
ngɔ̀ɔn ntse,crab 
malúʼ ngɔ̀ɔn,"crab, sp."
kɔ́ɔn menʉ́,"crab, sp."
kɔ́ɔn mantse,"crab, sp. brown or blackish"
shʉ̀a,crack
ḿbagte,crack
ńkiʼte,crack
ńkiʼi,crack
ḿbaga,"cracked, become"
ńtsyɛʼte,"cracked here and there, become"
leshʉ́a,crack 
ḿbagte,crackle
ŋwʉ̀ŋwàʼ,crackling
