en,ngiemboon
kénáŋ,chameleon 
njámbù,"chance, game"
ńkúbe,change
ńkúbe pwó,change
kúbe,change
kúbte,change
sà ntí,changeable 
fèŋe fÿag,"change, climate"
ńkúbte,change from time to time
mà,"change, impossible"
nkùbe,changer
nkùbo,changer
fèŋe fÿag,"change, season"
ḿbid,change the meaning
mbèʼe,"channels, one who"
kyé,charcoal
kyé mmɔ̌g,charcoal
támbìʼi,"charge, masculine person in"
mámbiʼí,"charge, woman in"
lyɛ́bte,charm
ndyɛ̀bte,charm
ńdyɛ́bte,charm
lyɛ́bte,charms
ńtág,chase
ńnɔ́ɔn,chase
ńnɔ́ɔnte,chase
ńjwoŋ,chase
nkáŋ,chassis
ńtsemte,chat
éshwóŋe,chat
éshwóŋte,chatter
ńgyaga shwǒŋ,chatter
shwòŋo,chauffer
sìɛ,checker
sìɛ nÿɔ́g,checker
zyɛ̀ʼɛ twó,checkerboard
zyɛ̀ʼɛ twó,checkers
ńtswéʼe,check off
