en,ngiemboon
mántùʼ kěm,rite of twins
ńtsébe,"ritual, do"
melaŋ,"ritual, k."
lesẅɛ̀,"ritual, mother of the deceased"
tàʼ ntse,river
ncwòntse,riverbank
nziŋé,riverbank
nzǐŋ,riverbank
ncwòntse,riverbank for drawing water
mí,"river of water, large"
lǎŋ,road
meluʼú meluʼú,"road, bump"
ńcʉ́me mánzsè,"road, hit"
kúmò nzsè,"road, major"
kúmò lǎŋ,"road, major"
ńkɔ́ʼ lesoŋ,roar with laughter
ńtẅite,roast
ntuɔ,roasted
ńjʉa,"roast, half"
ńjʉate,"roast, half"
ḿbiŋte,"roasting, turn over"
ńtaʼ,rob a sack
lepùmondù,robin
nèŋe,"robin-chat, mountain"
ńzóŋo,rock
njúngù,"rock, cement"
nkènkáb,"rock fig, African"
kùbténku,rock hyrax
lekà,rod
