en,ngiemboon
tá menò,businessman
éfÿée,"busy, act"
ḿvfé,"busy, be"
ḿvféte,"busy, be"
ḿbíʼte,"busy, be"
tá menò,busybody
ńtúŋte,"busy, keep"
ntàŋ mbab,butcher
ńjÿɔ́ʼ,butcher
nkɔ̀ʼ mbab,butcher
legwaŋ mbab,butcher shop
gégÿɛ́,butterfly
gʉgÿɛ́,butterfly
mbwɔ́ʼ,"butter, peanut"
toŋó ncÿó,buttock
lecwoŋ,buttock
leság,buttock
ncÿó,buttock
ntsẅɛ̀ʼ,buttock and genitals together
ndem,buttock and genitals together
éfʉ́e,"buttock, point"
mbàʼ,button
mbàŋa mmó,button
mambye,buttress
ńjú,buy
ńcuʼ,buy again
ńjú,buy back
ńcuʼ,buy more
ḿbuʼ shʉʼ,buy once and for all
pà,by
ńkéle,bypass
ḿbwó,bypass
ḿbwóte,bypass
ḿbáʼte,bypass
ńzéme,bypass
ḿbaŋte,bypass by a lot
ye,by 
péʼe,by that
pɛ́ʼɛ̀,by there
