en,ngiemboon
tsẅé,custom
tsẅé láʼ,custom
mpfɛ̀ɛ,customer
njÿò,customer
ńtsyɛʼ,cut
éshʉ́te,cut
ńzáʼ,cut
ésyé,cut
ńkʉŋ,cut
ńkaʼ,cut in half
ńtsye,cut in pieces
ńcÿɔ́bte,cut into pieces
ńkíŋte,cut leaves
nkyɛ̌ mbì,cutlet
ńtsyɛʼɛ,cut oneself
ńzáʼa,cut oneself
nkɔ̀ʼɔ,cutter
nzàʼa lóŋ,cut-throat
ndù,cutting
lecʉ́a,cutting
ngʉ́ŋ,cutting edge
ńtsyete,cut up
éshʉ́te,cut up
ńkʉŋte,cut up
ńzáʼte,cut up
ńcÿóonte,cut up
ńkʉŋte,cut up
ńkɔ́ʼte,cut up
ńcÿɔ́b,cut wood
nkà,"cylindrical drum, k. squat"
pàg káŋ,"cymbal, European"
