en,ngiemboon
ńcúa lesẅɛ̀,slap on the back
ńcúɔ lesẅɛ̀,slap on the back
syâg,"slap, sound"
tɔ̂g,"slap, sound"
tǎfelé,slate
mélàŋa,slate
legwǎ mbab,slaughterhouse
ngàŋ njÿɔ́g,slave
nkwɔɔn,slave
pǔʼ,slave
pùʼ,slave
njÿɔ́g,slavery
tá pùʼ,"slavery, supporter"
pùʼu ncù,"slave, war"
ńdyé,sleep
lelɔ́g,sleep
lelɔ́g,sleeper
ngàŋ lelɔ́g,sleeper
ńdyéte,"sleep, go to"
ffo lelɔ́g,sleeping drug
ńdyé,"sleep, put to"
ḿvómte,"sleep, talk"
fʉ́,sleeve
lúʼ,sleeve
pwó nzsó,sleeve
shʉ̀shʉ̀a,slender
ńŋaʼ,"slender, be"
shʉ̀shʉ̀,slender mongoose
pàʼ,slender mongoose
jʉ̀jÿó ndÿɔgɔ́,slender wild cape gooseberry
kèm,slice
pùʼ,slice
nzsè,slice
ésyé,slice
éfʉate,slide
éfʉa,slide
lecʉŋé,"slide, hair"
lékɔ̂d,sling
lápà,sling
sìŋe,sling
ngàg,"sling, handle"
lápà,slingshot
kyɛ́d nkyɛ,slingshot
sìŋe,slingshot
