en,ngiemboon
fùɔ ntsɔ́ɔn,soft-hearted
cûu,"soft, very"
tsetsáʼ,soil
ńcʉŋ nzẅìŋ,soil
ńtsyágte,"soil, put a bit"
ńtsyág,"soil, put a bit"
ńzɔ́g,sojourn
shʉ́shÿónè,"solanum, prickly"
katúʼ,soldier
sózà,soldier
káŋa twó,soldier
kímoonmbî,"soldier, scarred cheeks"
ndyèente,"soldier, toy"
lɔ̌ɔn kwò,sole of the foot
ntʉ̀ tʉ̀,solid
ńkwɔ́ɔnte,"solid , make"
ńkwɔ́ɔn,"solid , make"
ńtʉte,"solid, be"
ńtɔɔn,solve
síŋesǐŋ,sombre
n-,some
me-,some
e-,some
pe-,some
pa,some
pa-,some
mbɔ́ntáʼ,some
m-,some
mbóntáʼ,some
mákìkyè,someone
tsɔ̌ nyìŋ,someone
nyìŋ,someone
mákyè,someone
tsɔ́ jʉʼ,someplace
mémmó,something
kìb,"something moving, sound"
kíkyè,"something, one of"
tsɔ́ fʉʼ,sometimes
éséen,so much
míŋ,son
zɔ̀bɔ ntse,song
zɔ̀b,song
