en,ngiemboon
mpfémpfelé,scrap
mbyě,scrap
ntsyàg,scrap 
ńkág,scrape
ńkɔɔn,scrape
ńkua,scrape
ńkwóŋte,scrape
ńkwág,scrape
ńkuɔ,scrape
ńgwɔʼ,scrape
ńkuɔte,scrape
ńkuate,scrape
ńkágte,scrape
ńtʉ́ate,scrape
ńgwɔʼte,scrape
ńkẅéen,scrape broom strands
mbɔ̀ɔn,scraped by a metal bar
mbɔ̀ɔn,scraper
kùa,scraper
nkùa,scraper
nkùɔ,scraper
kwòon melÿò,scraper
lekẅéen,scraper
lekùɔ,scraping
lekùa,scraping
mekʉ̀ŋe,scraps
kʉ̀ŋe,scraps
nɔ̀ɔn,"scraps, dasheen"
ńkág,scratch
ńzɔg,scratch
ésẅiŋ,scratch
ńkuɔte,scratch
ńkuate,scratch
ńtʉ́ate,scratch
syɛ̀te,scratch 
ésẅiŋte,scratch iteratively
ńkwóonte,scratch oneself
ńkwóon ncwò,scream at each other
ńtsiŋ,screen
ńtyɛ́te,screen
ńtsye,screen
ńtyɛ́te,screen
ńtẅí,"screw, tighten"
ḿbÿɔb,screw up one’s mouth
éfoŋ,scribble
ńkʉate,scribble
nkyàgte ŋwàʼne Ssé,scribe
ńzáʼjʉʼ,scrounge
nzàʼjʉʼ,scrounger
ngwɔ̀gɔ,scrubber
ńkwóon,sculpt
lekwág,"sculpting tool, k."
nkwòon,sculptor
