en,ngiemboon
nkèmbàŋ,point
letÿǒ,point
éfʉ́e,point 
sòŋo,pointed
sẅísẅíi,pointed end
ḿbye,"pointed, make"
ńtyɛʼte,point out
ńdaʼte,point out
ńcÿɔʼte,"points, trace"
liʼ,poison
ńcÿɔb,poison
cÿɔ̀b,poison
metwò,poison
ncÿɔ̀bɔ,poisoner
mbùb,poisoner
ffo cʉcʉ̀a,"poison, rat"
ńtsíŋe,poke
ńtse,"poking, attack by"
mékɔ́ɔn,police force
mékɔ́ɔn pàŋa cÿɔ̀ʼ,policeman
mékɔ́ɔn ssé cÿɔ̀ʼ,police officer
nzòŋ,"police, royal"
pwɔ́ʼte,poliomyelitis
nzɔ̀ʼɔ,"polisher, floor"
ńzeŋe ncwò,"polite, be"
nzèŋe ncwò,polite person
zéme,politics
nkÿonkÿo,politics
ésẅi,poll
ésẅite,poll
mvɔbɔ́ tôtǒ,pollen
mbìmbyé ntse,polliwog
sẅìte,pollster
