en,ngiemboon
ńzẅíŋ,confirm
ńcʉa,conflict
ńdʉʼʉ,"conflict, be in"
ńkẅite,"conflict, revive"
lepumtě ntse,confluence
letemé ntse,confluence
ńdáŋa,conform to
ńzibte,"confused, be"
ḿbue,"confused, become"
nzìbte,confusion
saŋ ssé,confusion
kénʉʼ,congograss
nʉʼ,congograss
lesìŋte,congratulations
lesǐe,congratulations
ngɔ̀ɔnte,congratulations
ńnuʼte,conjugate 
nùʼte,conjugation
saŋ lejÿɔ́g,conjunctivitis
ńtẅɛ́te,connect
ńjwoŋ,connect
ńjwoŋte,connect
là,connection
nzsè nò,connoisseur
ndèsɔ̀b ngẅì,conqueror
gÿo nzsé,conscious
lÿɔ̀g,consciousness
ńdÿɔgɔ,"consciousness, lose"
ńnɔ́gte,consecrate
ńnɔ́g,consecrate
píd,consequence
ńgwɔ́ gie,consequently
ḿbɔ́ɔnte,conserve
