en,ngiemboon
pùʼ levfo,sculptor’s knife
tétáŋ mmɔ̌g,sculptor’s tool
máamáa mí,sea
éfómte,"seal, hermetically"
ńki,"seal, hermetically"
lefàʼ,search
ḿbʉete,search
ḿbáte,search by following clues
mwòon,"searches, one who"
éfaʼ,search for
ḿbá,search for
ńdab,search for money
ńdab,search for one’s identity
ńdẅɛ́te,"searching for, start"
ńtaʼ,search 
ńzáʼte,search to catch
ńzáʼte,search to keep
ḿvɔb,search to make a profit everywhere
ńkẅiŋ,season
fèŋe fÿag,season change
lùm,"season, dry"
ésẅag,"seasoning, sauce with less"
nkẅìŋe,"seasons, someone who"
jʉʼ,seat
pǎb,seat
kwɔ̀ʼɔ nkʉ́a,seat made of raffia
vakɔ́ɔn,seaweed
sésá,secateurs
nkunkwɔɔn,second
nkwɔ̀ɔnte,second
mbɔ́ɔntè,second
