en,ngiemboon
gʉ́m,"cold, strong"
táa,"cold, strong"
gém,"cold, strong"
lepfòm ndǔm,colic
zẅíŋ zẅiŋ,collaborators
ńzẅɛʼɛ,collapse
ḿbwɔ́b,collapse
ḿbwɔ́bte,collapse onto a large surface
lôŋ nzsǒ,collar
lóŋ,collar
ḿbíte,collect
ńcub,collect
ḿbéle,collect
ńdag,collect
ńŋwa,collect
ńdagte,collect
ńdyɛ́te,collect
ńcubte,collect
ḿbyɛ́te,collect
ńdeŋ,collect a liquid
ńdʉŋ,collect a liquid
cùbo,collection
ncùb,collection
cùb,collection
cùbte,collection
ngùb legwé,"collection, funeral"
ḿmaʼa káŋ,collect money
ndàga,collector
ngàŋa ncùb,collector
ncùbte,collector
ngàŋa cùb,collector
nkẅè ncùb,"collector, tax"
ńkwɔɔnte,collide
ńkwɛte,collide
ńnʉʼ,colonize
nʉ̀ʼʉ tsetsáʼ,colonizer
tsetsáʼa nʉ̀ʼ,colony
ntí,colour
mbèlûm,colour
ńtsaʼte,colour
ntẅě,colour
mbìlûm,colour
lìi,colour
ntsẅě,colour
ńdÿéen páŋ,"coloured, be light"
tsǎʼ nnɛ́,colouring
ntẅě,colouring
ntsẅě,colouring
ńtsaʼte,"colours, reverse"
ḿmág,"colours, show one’s"
kekÿɛ̀,comb
ńjúate,comb
ésyɛb,comb
syɛ̀b,comb
ndèsɔ̀b ngẅì,combatant
kɔ̀ɔn màncù,combatant
ntsɔ̀ʼngàŋ,"comb, chicken"
