en,ngiemboon
ḿbʉ́le,"milder, make"
mélêg,milk
ménêg,milk
mashʉ́ŋ,mill
ndúm legǐ metʉ̌a,"millet, ditch"
ngesáŋ ntsíŋ,millet 
mileyôŋ,million
ncùʼ,million
tòonŋwǒon,millipede
lùŋo,millstone
ésate shÿó,mimic
ńtsyete,mince
zẅìge,mind
wɔ́ɔn,mine
mɔ́ɔn,mine
yɔ̀ɔn,mine
sɔ́ɔn,mine
yɔ́ɔn,mine
gÿàŋa,mine
wɔ̀ɔn,mine
pɔ́ɔn,mine
wɔ́gɔ̀,"mine, yours and"
yɔ́gɔ̀,"mine, yours and"
mɔ́gɔ̀,"mine, yours and"
yɔ̀gɔ,"mine, yours and"
wɔ̀gɔ,"mine, yours and"
pɔ́gɔ̀,"mine, yours and"
sɔ́gɔ̀,"mine, yours and"
lepumtě ntse,mingling
letemé ntse,mingling
mentsɔgɔ́,minimal
pile,minimal quantity
ndèŋwâ láʼ,minister
ŋwáláʼ,minister
pásétò,minister
ndèŋwámbʉ̀a twó mbúm,"Minister, Prime"
ŋwáláʼ twó mbúm,"Minister, Prime"
mentsɔgɔ́,minor
gígyé,minute
mínẅîd,minute
múɔ méntsẅǐ,minute
púɔ mefʉ̀ʼ,minutes
lemaŋ,miracle
ndaa gyá,miracle
nkʉ̀ʼʉ,miracle
máŋa,miracle
ntùbo,miracle
ésɔʼ ntsɔ̀ʼ,"miracle, do"
mambáŋambíle,miraculous
máŋa,miraculous
gyà shÿó,mirror
