en,ngiemboon
ńnẅeen,cool down
ńzẅɛ́ʼte,cool down
ésẅé,cool off
ńkwéte,"cool , be"
ntàŋte,coordinator
lefomó,"copse, sacred"
ḿmyɛʼte,copulate
ńdɔg,copulate
ńtsóŋ,copulate
ngɔ̀ɔn,copyright holder
jwòŋo,"cord, extension"
mandÿɔ́ʼ,cordia
jʉŋé ntʉ̀,"cordon-bleu, red-cheeked"
nzàʼnkÿo,"cord, one who cuts"
letoŋ,"cord, umbilical"
ntɔ́ʼ,core
lezse,corn
lezye,corn
kèkɔ̀ɔn,cornbread
túʼu pfó,corn-cockle
lepuʼú pfó,"corn, ear"
ésẅíʼte,corner
shÿó,corner
lezẅé,corner
lewaŋ,"corner, market"
legwaŋ,"corner, market"
ntoŋ ngesáŋ,corn flower
nkèndéen,"corn, ground and prepared"
ḿbwɔ́ʼ,"corn, harvest"
ŋwóon ngesáŋ,"corn, immature ear"
mánèndèle,"corn, kernels side by side"
mándèndèle,"corn, kernels side by side"
tɔ̀g tɔ̀g,"corn popping, sound"
