en,ngiemboon
ḿbége,bore
cʉ̀cÿɔ̀gɔ lefaŋ,borer
éfu,borrow
ńzáʼ,borrow
ńzáʼte,borrow
ngèle kécÿɔ̀,borrowed things
ngàŋa záʼ,borrower
táfàʼ,boss
ḿbíʼ,bother
ńgege,bother
ńtseŋe,bother
ńná ngɔ́ʼ,bother
ḿbége,bother
nzèm ntsèm,both sides
ncʉ́ŋ,bottle
tsɔ́ʼnzìŋe,bottle opener
toŋó ncÿó,bottom
mecwoŋó,bottom
tsìŋe,bottom
sẅì,bottom
zẅì,bottom
pÿé telǎŋ,"bottom, hole without"
ńkaŋa,"bottom of a basket, weave"
ńkaŋa,"bottom of a basket, weave"
tsìŋe lekʉŋ,bottom of a pot
ntsẅɛ́,boundary
ndège,boundary
ndÿò,boundary
lepàa,boundary
gwèle sẅɛ̀ʼɛ,boundary tree
ngàŋa mmó,bourgeois
kyɛ́d,bow
ńŋwɔ́ʼ,bow
nkoon kyɛ́d,"bowed stick, arched harp"
ńnʉ,"bowel movement, pass"
nkɔ́ʼ,bowl
zème ntse,bowl
mbwɔ̀ʼ,bowl
twókáŋ,bowl
gʉ̌ ntse,"bowl from a calabash, k."
kàtùʼu,"bowl made from a calabash, k."
tùʼu,"bowl made from a calabash, k."
ndáŋ,box
tétɔ́ʼ,box
kɔ́b,box
ntsẅìŋe,boxer
