en,ngiemboon
ńtege,slip
éfʉate,slip
ndù,slip
ésye,slip
éfʉa,slip
cúa páb,slipper
fàa,"slips into, one who"
ndʉ̀ʼ,"slit-gong, k."
ndʉʼ kànɔ̀ɔn,"slit-gong, k. vertical"
ndʉʼ metútú,"slit-gong, k. vertical"
lelemé,"slit-gong, k. very large"
alálàlǔŋ,"slogan, honorific"
nkenkʉ́ŋe,slope
mecʉ́ŋ,slope
nkʉnkʉ́ŋe,slope
tàʼ lesoŋ ńkɔ nnáʼ,sloth
ndɔɔn ndɔɔn,slowly
ńnyébe,slowly
ńdɔɔn,slowly
ńdɔɔnte,slowly do
ńnáʼte,"slowly, go"
ńnyíbe,slowly move
tàʼ téngwǎ,slug
pàʼa,slum
kɔ̀ʼte ndá,slum
ḿbwɔ́b,slump
ḿbwɔ́bte,slump onto a large surface
nkwòŋ menÿɔ́g,sly
nkwòŋe menÿɔ́g,sly
pekʉ,small
nkɔ́g,small
syɛ̀te,small
kékɔ́gɔ,small
kʉ́,small
yekʉ,small
wekʉ,small
mé-,small
gígyé,small
sekʉ,small
mòon,small
mekʉ,small
ńtsẅíle,"small, be"
ńkɔ́gte,"small, be"
ńkɔ́g,"small, be"
ményaŋ,smallness
múɔ méntsẅǐ,"small, very"
tùŋ,smarting
tsɔ́g tùŋ,smarting
gyě,smell
ńkí,smell bad
ńdem,smell bad
