en,ngiemboon
mé gÿo ńzyé Yěsô,A.D.
kwɔ̌ɔn nò,adage
ḿbóŋte,adapt
nnú mendóŋ,"adder, many-horned"
nnú panzwě,"adder, West African night"
lekẅìʼi,addition
péle,addition
kẅìʼi,addition
ngàŋ nkʉ̀,addressee
ŋwɛ́ nkʉ̀,addressee
véle,"address , ""vous"""
ńkẅiʼi,add to
ńkẅiʼi,add up
ńcubte,add up
ńkuʼkuʼ,"adequate, be"
váŋ,adherent
kyɛ̀ʼ ndù,adjective
ḿbéle,adjust
ndÿɔgɔ́,administrator
ńtsaʼte nÿɔ́g,admire
ńgɔʼte,admire
ńtsáb,adopt
ńgémte,adore
ńguʼte,adore
ńgʉ́mte,adore
ńgámte,adore
meshùm,adornment
ndÿò,adult
gàb,adultery
gɛ́,adultery
ḿpfwɔʼɔ,"adultery, commit"
ńdwa,advance
lwò,advance
zyè,advance
ńtsíŋte,"advantage, give"
tèm lemʉʼ,"advantage of misfortune, take"
