en,ngiemboon
ńkum lejÿɔg,"see, personally"
éfÿéen,"see, pretend not to"
nzwě ssé,seer
letsab,"seers, sacred hut"
ńtsɛ,"seesaw, play on"
ńtsɛɛ malʉ́ŋ,"seesaw, play on"
ńkub,see suffering
à cʉ́ʼ tsɔ́ fʉ̀ʼ,see you later
à cʉ́ʼ fʉ̀ʼʉ yɛ̌,see you soon
à cʉ́ʼ púʼu,see you soon
à cʉʼ wɔ́gɔ̀,see you soon
à cʉ́ʼ jǔɔ,see you tomorrow
à cʉ́ʼ mbaʼámbaʼ,see you tomorrow morning
ńgwoon,seize
ńtɔ́ɔn,seize
ńgʉ́ʼte,seize forcefully
ńkwɔ́b,seize the moment
ńtyɛ́te,select
ńtyɛ́te,select
éfiŋ,sell
ésiɛ,sell
ésiɛte,sell
ésẅiŋ,sell
sẅìŋe,seller
ntàŋa,seller
ngàŋ shʉ̀a,"seller, spirit"
ésabte,sell in separate piles
ńgwéen,sell off
ńgwéente,sell off
ńgwáʼte,sell off
ésab,sell separately
gèbe ncwògʉ̀,semivowel
ńtúm,send
ŋwèʼe nkʉ̀,sender
tsẅíŋ,Senegal bush baby
mandÿoonmacǔ,Senegal coucal
