en,ngiemboon
mángyɛ̌,terrace
ntantú,terrible
ntsɔ̀ʼ,terrible
mancʉ́ŋ,terrible
tsá pu,terrible thing
mancʉ́ŋ,terrific
ńkwɔg mbyè,terrify
ngàŋ náŋ,terrorist
nkʉ̀a gúm,terrorist organization
lʉ̀ŋte,test
ńkwaʼte,test
lèŋte,test
ncwòmpfó,testament
kʉ̀a,testament
nzìŋ,testicles
ńkẅé ntáŋ,testify
ńtsɔ́ʼɔ fàʼ,thank
ésíe,thank
lesǐe,thanks
cʉ́ʼ pɛ́ʼɛ̀,thanks
ndǎg,thank you
gie,that
sɛ̀,that
mie,that
sɛ̀,that
yɛ̀,that
gẅi,that
yɛ̀,that
si,that
sie,that
wɛ̀,that
keen,that
ngie,that
lê,that
gi,that
wɛ̀,that
gẅie,that
pie,that
ye,that of
se,that of
we,that of
sɛ̀,that one
si,that one
sésɛ̌,that one
yéyɛ̌,that one
yɛ̀,that one
gẅi,that one
wéwɛ̌,that one
pépɛ̌,that one
wɛ̀,that one
gi,that one
sɛ̀,that one there
si,that one there
yɛ̀,that one there
gẅi,that one there
wɛ̀,that one there
gi,that one there
légwɔ́ gie,"that, so"
sa,that ... there
sɛ̀,that ... there
gẅi,that ... there
yɛ̀,that ... there
si,that ... there
wɛ̀,that ... there
gi,that ... there
ya,that ... there
wa,that ... there
mɛ́,the
pe-,the
ŋwɛ́,the
pa,the
megʉa,theatre
pyɛ́ʼ,theatre
sòŋ,theft 
wɔb,their
pɔ́b,their
pɔb,their
yɔb,their
pɔ́b,their
mɔ́b,their
yɔb,their
wɔb,their
yɔ́b,their
yɔ́b,their
sɔ́b,their
sɔ́b,their
mɔ́b,their
pɔ́b,theirs
mɔ́b,theirs
wɔb,theirs
yɔb,theirs
sɔ́b,theirs
yɔ́b,theirs
