en,ngiemboon
éfʉ́ŋte,"apart, move"
ńŋéʼe,"apart, move"
làŋ,"aphid, black bean"
kaba nŋwáʼ,apiary
ngàŋ ntúm,apostle
ńtÿéen,"apparent, become"
mbʉ̀a ŋàg,appeal court
ésáʼ,appear
ńgwáʼa,appear
ésíʼte,appear
ńdÿeen njÿó,appear at dawn
ńtsẅete,"appearing, start"
ńŋwaʼ,appear on
ésáʼte,appear slowly
ngěm,appellation by the in-laws
kwɔ̀ʼ melǒŋ,appellation 
ńteŋ,"appellations, honorary"
ńteŋte,"appellations, honorary"
ngěm,"appellation, wife’s mother"
mbùb,appendicitis
ḿbúʼte mbwó,applaud
ḿbúʼ mbwó,applaud
ńtsete,apply a paste
ndeʼé,appointment
lèʼe,appointment
lelèʼe,appointment
setɔ̂g,appraisal
nnà ngɔ̀ɔnte,appraiser
ńgɔʼte,appreciate
ngɔ̀ɔnte,appreciation
ńgwoon,apprehend
ńtɔ́ɔn,apprehend
nzìʼi,apprentice
