en,ngiemboon
kukúkukúku,"call, puffback shrike"
ntòŋ,"calls, one who"
tsêm,calm
ńdáŋte,"calm, be"
ńkaba,calm down
ńdáŋte,calm down
ńnyébe,calmly
kěm,"calm, very"
njʉ́ʼ,camel’s foot
Kàmalûm,Cameroon
meŋwàʼmeŋwàʼ,camouflaged
ŋwàʼŋwàʼ,camouflaged
pÿè,camwood
tÿǒ pÿè,camwood tree
mbìndôŋ,can
mbÿé letuŋó,"canal, auditory"
ḿbeʼe,canalize
ńtíʼ,canalize
mbÿě,"canarium nut, sp."
ngwʉ̌ŋ,canary
jùʼu shwóŋ,canary
fóon,canary
nkáŋ,"canary bowl, ceremonial"
lekɔ̌ɔn lɔ̀ɔn,"canary , mould"
ḿbyág,cancel
ńzáʼ njÿó ńtɔʼ,cancel
kaŋsɛ̂,cancer
tsáblɔ̀ɔn,cancer
ngàŋa tɔ́ɔntè,candidate
ntɔ̀ɔnte,candidate
metsyɛmbʉ̀ŋ,candidiasis of the toes
nzòŋonzòŋo,candle
kyɛ́ndele,candle
málàʼa,candle
ḿbíʼte,"candlelight, play"
