en,ngiemboon
cÿɔ̀ʼɔ legwóŋ,"brim, k. hat with a large"
ńdɔg ńtó,bring
ḿbiŋe,bring back
ńtsáb,bring up
ńkwéʼte,bring up
ńkwɔ́ʼte,bring up
ńkwéʼe,bring up
ńdyeente,broadcast
ńdyeen,broadcast
ésɔɔnte,broaden
gʉ̀ŋe,bronchitis
jÿɔ̀gɔ,broom
sesáŋ,broom
ńkẅéen,"broom strands, scrape"
sìsìŋ,broomweed
kɔ̀te mánjù,"broomweed, sweet"
fɛ́,brother
métá,"brother, step-"
ḿvebe,bruise
ńnyágte,brush against
ńnyág,brush against
éfúa,brush against
ésẅete,brush against
éfúɔfuɔ,brush against
éfúate,brush against
ńjúa,brush against
nkɔɔn,bucket
lòŋngáa,bucket
tánkɔɔn,bucket
lùŋngɔ́ɔn,bucket
yaléŋ,buckle
leleŋé,buckle
yalʉ́ŋ,buckle
lelʉŋé,buckle
ńkẅág,bud
ńtáb,bud
ntoŋ,bud
nkem ngù,Budda pea
Guyà,Buea
nɔ̀ɔn lekʉʼ,buffalo
nɔ̀ɔn nnɛ́,buffalo
ńtseŋe,bug
tétóŋ,"bug, adult green shield"
lesẅíbè,"bug, bed"
ngímè ntʉ̀,"bug, bed"
mbí,"bug larva, pentatomid"
