en,ngiemboon
ńtu,"singing, start"
ńkoon,sink
fʉ̀ate nò,sinner
ngàŋ mefʉa,sinner
mefʉa,sins
ndʉ̀alʉ̌a,"sin, without"
pÿěpÿě,sirloin
mvfòluʼ,sisal
ńnéŋe,sit down
ńnéŋte,sit down
ńkẅie,sit down cheerfully
ńtáʼte,sit down cheerfully
letyě,site
ńkẅɛʼɛ,sit enthroned
foffó,"site, sacred"
ńkẅɛʼɛ,sitting cheerfully
ndalÿò,sitting room
fala nda,sitting room
éshʉ́a,situate
ntɔgɔ́,six
ntsɔ̀b ntɔgɔ́ lé legém,sixteen
móm ntɔgɔ́,sixty
ndʉʼʉ,size
ntyě lepfòm,size
legúʼ,size
lefáŋ,size
ésẅite,size up
mekẅǐ,skeleton
kẅǐ nnɛ́,skeleton
màʼa te shwò,skilful
ńjúa,skim past
ésẅiŋte,skin
éfiŋ,skin
ńkyeen,skin
ésẅiŋ,skin
ngùb,skin
kùb,skin
ngwɔgɔ́ lefaŋ,skin disease
