en,ngiemboon
ńkwa lejÿɔ́g,"sight of, lose"
mâg,sign
nyǎŋ,"signal, starting"
kényǎŋ,"signal, starting"
ńdɔgɔ ngie,signify
twó légwe,sign of mourning
ńdiŋe,sign of recognition
ńdáŋa,"silent, be"
shʉʉd,"silent, keep"
lelÿò ngesáŋ,"silk, corn"
gʉ́m,silk-cotton tree
ńgebe,"silly, be"
mbùd,silly person
làa,similar
ńgwáʼa,"similar to, be"
pìŋe lé nzèm,simpleton
ngwág,simplicity
ɛ̀ɛ,"simplicity, showing"
ńtság,simplify
ńgwág,simplify
ńgwágte,simplify
ńtsyág,simplify
sẅɛ̀ɛ sẅɛ̀ɛ,simply
ńdaʼ páʼ,simply
éfʉate,sin
éfʉa,sin
ńnue,since
ńtí nue,since
láʼ,since
ndee,since
ndeen,since
tàa fʉ̀ʼ,since
tyeente,since
ńdáʼ,since
nue,since
ńzɔb,sing
ńjʉate,singe
ésẅág,singe
ḿbábte,singe
ńjʉa,singe
ngàŋa zɔ̀b,singer
nzɔ̀bɔ,singer
mbàba,"singes, one who"
