en,ngiemboon
tsẅíŋ,Senegal galago
ésíg,sense
shÿó nò,sense
letse,"sense, sixth"
náŋ ncù,sentry
másínzà,sentry
ḿbeʼe,separate
éfege,separate
éfʉ́ŋte,separate
éfegte,separate
ésɔɔnte,separate
ḿbaʼ,separate
ńtɔɔn,separate
ńŋéʼe,separate
éfag,separate
ńníagte,separate dough
ńníag,separate dough
ńgɔgte,separate one’s feet
ńgɔg,separate one’s feet
mbèʼe,"separates, one who"
fègte,separation
fàgte,separation
fàg nnɛ́,separatist
saŋ ngwɔ̀ʼ mbÿɛ,September
ngwɔ̀ʼ mbÿɛ́,"September, month"
ḿvfó,"septic, go"
ḿvfóte,"septic, go"
mbàʼ,serial
mpfò,serial
ntʉ̀,serious
ńtswéʼe,"serious, be"
cÿɔ́ʼ,servant
kwɔ́g,servant
ngàŋa fàʼ,servant
ntsìndá,servant
cÿɔ́ʼ ntɔ́ʼ,servant
ndèsɔ̀bɔ ntsì,servant
kwɔ́g,servant boy
nkem ssé,"servant, God’s"
cÿɔ́ʼfùɔ,servant of the king
ńdiɛ,serve taro to oneself
lelyè,"service, food"
katúʼ,serviceman
tÿǒ ncʉ́a mekú,"sesban, common"
kíkyɛ́d,sessile joyweed
