en,ngiemboon
ḿbéŋe,retort
ḿbÿɛ,retort
ḿbʉ́ŋe,retort
ńkwɔ́ʼ,return
lekwɔ́ʼ,return
pìŋe nzèm,return
pìŋ,return
nkwɔ̀ʼɔ,"returns, one who"
ḿbiŋe láʼ,return to the fold
ésẅag shʉ,"revenge for an insult, take"
ńtsaʼte,reverse the colours
legiŋé nkímte,review
legiŋé nkímte,revision
pìŋte,revision
ńzyeen,revive
ńkẅite,revive a conflict
ńtẅɛ́te,"revolt, start"
ńtsɔ́ʼɔ fàʼ,reward
pfɛ́ kẅi,rheumatism
nɔ̀ɔn tàʼ ndóŋ,rhinoceros
píme,rhyme
ḿbíme,rhyme
nkyɛ̌ mbì,rib
mbì,"rib, man’s"
mekú léesè,rice
tóo ńtsyeen ḿmi,rice
ngàŋ nkáb,rich person
ńtɔ́gte,riddle
legwaʼá,riddle
kwá lʉʼʉ́,riddle
nkwá lʉʼʉ́,riddle
kème pwó mmó,"riddle, k."
kekÿɛ̀,ridge
nkʉŋ ngwóŋ,"ridge, edge"
mbÿè ngwóŋ,"ridges, space between"
ńtsóonte,ridicule
ńcʉŋ nzẅìŋ,ridicule
