en,ngiemboon
ńkwoŋte,"doing, feel like"
ńnéŋe lecwòŋ,"doing, stay without"
éshʉashʉa,do it openly
nɔ̀ʼ,dominance
sẅɛ́,domination
nɔ̀ʼ,domination
nàa,donor
nnàa,donor
óon gòʼ,"don’t know, I"
ncwòndá,door
vwɔ̀ʼɔ,door
zǐ,door front
ńtsẅiŋte,"door, knock"
ńkwáʼte,"door, knock"
kwáʼ kwáʼ,"door, knock"
ńjÿoŋ,dope
lelaʼá,dormitory
sòŋ nkàʼ,"dorsal, medial"
ńdɔb,dose up
ńdɔɔnte,"do, slowly"
ńdele,double
shʉ́ŋ ngẅi,double-spurred francolin
tsìʼte,doubt
yàa,"doubt, cry"
ngàŋa tsìʼte,doubter
moon,"doubt, without"
ńníagte,"dough, separate"
ńníag,"dough, separate"
ngàb mánzsè,dove 
ngàb nzse,dove 
ḿbɔb,do with determination
ḿbab,do with determination
tsìŋe ssé,down below
tsìŋɔɔn,down below
