en,ngiemboon
gyɔ́ɔn,much
mbòŋo mmó,much
légʉ́a,much
láa,much? how
ésɔʼ,"much, load too"
séság,"much, too"
tetyɛ̀b,mud
tetɔ̀b,mud
mpfɛ̀ lekʉŋ,muddle-headed
ńniaga,"muddy, be"
ńnege,"muddy, be"
ńtáb,"mud, enter"
ńdáb,"mud, knead"
mâfɔ́gɔ,mulato
nkenkème,"mulberry, African"
nkenkème,"mulberry, black"
nŋwàʼŋwàʼ,multicoloured
menti mentí,multicoloured
ngʉ̀a,multiplication
lekẅiʼi ngʉa ngʉ̀a,multiplication
kwɔ́ʼ ngɔʼ,mumps
ńkoon,munch
ńkɔɔn,munch
fʉ̌ʼ nò,murder
nzòŋ,murderer
fÿɛ́,murderer
éshwóŋte,murmur
shwóŋte,murmur
ńdemte,murmur
ńzẅɛ́te,murmur
zẅɛ́te,murmurings
sẅísẅɛ́ɛ pwɔʼ,"mushroom, ant"
tákwè tÿɔʼ,mushroom ant
pwɔʼ,mushroom 
ntaffó,"mushroom, small sp."
tẅɛ́,"mushroom, sp."
kùngwʉ́ŋ,"mushroom, sp."
gúʼ,"mushroom, sp."
sàŋa ngʉ̀a,"mushroom, sp."
ssé twó,"mushroom, sp."
