en,ngiemboon
ntse nnɛ́,spermatozoon
sàb,spice
gégaŋá,spider 
nkʉ̀a gégaŋá,spider web
éfwɔʼte,spill
ésa,spill
éfwɔʼ,spill
ésa,spill
ńdém,spin
ésaa pepáŋ,spin
ńdéŋ,spin bizarrely
ńdʉ́ŋ,spin bizarrely
ńkyéen,spin-dry
mandʉ̂avûm,spinning disk
mandelevûm,spinning disk
mánáŋ,spinning top
ńkwɔ́ɔn,spin 
ńkwɔ́ɔnte,spin 
nzab sẅísẅé,spiny amaranth
fólóŋ,spiny amaranth
lém,spirit
mezẅìge,spirit
zẅìge,spirit
zẅìge ndʉalʉ̌a,"Spirit, Holy"
ngàŋ shʉ̀a,spirit seller
ńtsɔg,spit
meen,"spite of, in"
ńtsyágte,splash
ńtsyág,splash
mbá,spleen
mbá,spleen sickness
shʉ̀a,split
ńgwɔb,split
éshʉa,split
éshwóŋte,split on
shʉ̀a,"splits, one who"
shʉ̀a,splitter
ńkaʼ,"splitting, start"
