en,ngiemboon
mbùʼ,"mortar, k."
tólómí,"mortar, k. small"
ndùm ndùm,"mortar, k. very deep"
nyínyíŋe,mosquito
cʉ́cÿɔ́d,"mosquito, black or brown sp."
tùʼ ncwò,"mosquito, brown sp."
ndùŋngwò leloŋó ntse,mosquito fern
ngùngwò leloŋó ntse,mosquito fern
tándì,mosquito net
mantsàʼ nkendʉ́ŋe,moss 
mánǎŋntsàʼ,moss 
lelÿò,most
mameŋ,mother
má,mother
lɔ́ɔn liŋ,"mother, future"
ńnʉʼ nkwɔʼ,"mother, girl"
mandúm,"mother, husband’s"
mákẅìʼ,mother-in-law
mɔ̌ɔn fùɔ,mother of the chief
má mpfó,mother of the deceased
lesẅɛ̀,"mother of the deceased, ritual"
mánè,mother of twins
shwóŋè láʼ,mother tongue
mápfò,mother who’s breastfeeding her baby
lepagá,moth 
gégÿɛ́ ndʉ̀m,"moth, leopard"
tsêm,motionless
ḿbímte,motivate
