en,ngiemboon
twó kǔ,"bed, head"
ndùm kǔ,"bed, on top of"
mbʉ́ŋ,bed strut
mbéŋ,bed strut
kesse kǔ,"bed, under"
mátsìtsìikú,bedwetter
nŋwáʼ,bee
mvòm nŋwáʼ,bee
káfom,"bee, carpenter"
méshʉŋ lùm,bee-eater
kìb,"beef, quarter"
méndá nŋwáʼ,beehive
sẅɛ̀ ŋwáʼ,beekeeper
lesẅɛ̀ ŋwáʼ,beekeeping
sém,"bees, swarm"
máfǒŋ nzɛ́,"beetle, dung"
leshʉŋé,beetle 
sísilé,"beetle, longhorn"
sésilé,"beetle, longhorn"
lelíɛ ntse,"beetle, predaceous diving"
leshʉŋé shÿɔ́ʼ,"beetle, sp"
leshʉŋé mekéle,"beetle, sp"
fɔ̀b,"beetle, sp."
leshʉŋé pîɛ,"beetle, tiger"
mánzsèlʉŋ,"beetle, yam"
tá,before
ńgwaa,before
ńgwɔ,before
mé zyé Yěsô,before Christ
ńgwɔ páʼɔɔn,"beforehand, if"
ńgwɔ páʼɔɔn,before this moment
